jaccard	adamic adar	resource allocation	label
0.1657142857142857	205.34796864809846	4811.0	1.0
0.0851063829787234	59.600550777086546	1658.0	0.0
0.0	0.0	0.0	0.0
0.004219409282700422	7.409390936137703	170.0	0.0
0.07335907335907338	138.78439340446988	3195.0	1.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.2369942196531792	276.5025808749086	6444.0	1.0
0.05263157894736842	72.85486588383388	1640.0	1.0
0.14285714285714285	150.3264351962569	3415.0	1.0
0.2111801242236025	236.06282806456414	4637.0	1.0
0.09803921568627452	24.647973050854606	230.0	1.0
0.0028490028490028487	7.562242424221072	189.0	0.0
0.014084507042253518	10.912889336229961	1928.0	0.0
0.11666666666666667	145.1580207927257	2675.0	1.0
0.4304347826086957	690.2683755370098	14330.0	1.0
0.2183098591549296	216.0208746786496	4847.0	1.0
0.0	0.0	0.0	0.0
0.028985507246376805	32.807648012143744	1471.0	1.0
0.12195121951219512	133.8638388705349	2373.0	1.0
0.07142857142857142	85.1560831940726	1765.0	1.0
0.12452830188679245	241.83153947589864	6099.0	1.0
0.03225806451612903	21.889754970606653	725.0	1.0
0.15234375	300.6622340973417	8661.0	1.0
0.0	0.0	0.0	0.0
0.054545454545454536	91.5641950381068	2603.0	0.0
0.015267175572519085	14.732644428491636	330.0	0.0
0.08	144.55592721898662	3321.0	1.0
0.06396588486140725	220.1449913593056	5570.0	1.0
0.22123893805309736	368.5359932540268	8855.0	1.0
0.09821428571428573	148.702752527087	2827.0	1.0
0.0	0.0	0.0	0.0
0.01282051282051282	7.982993574694309	253.0	1.0
0.05882352941176471	100.0532638981116	2251.0	1.0
0.020833333333333332	20.73189904224881	398.0	1.0
0.05	20.256624496431265	327.0	0.0
0.15273775216138327	398.6752341343839	10962.0	1.0
0.012987012987012988	13.808964174919259	242.0	0.0
0.13692946058091288	241.5855404752573	5574.0	1.0
0.0	0.0	0.0	0.0
0.1079295154185022	362.1600846672083	10785.0	1.0
0.0425531914893617	104.93569173360054	3086.0	1.0
0.06451612903225806	30.475713086628023	2219.0	0.0
0.011764705882352941	5.977279923499918	63.0	0.0
0.013605442176870748	12.496853777388036	153.0	0.0
0.0	0.0	0.0	0.0
0.011494252873563218	15.950738136047425	545.0	1.0
0.003663003663003664	8.59618975614441	387.0	0.0
0.04964539007092199	157.7171900358055	4283.0	1.0
0.04072398190045249	70.48519838363308	2464.0	0.0
0.1282051282051282	70.68329429579208	1849.0	1.0
0.015384615384615384	17.698094191688572	947.0	1.0
